"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude","Time....Sys.time..","zip"
"15729","W 3rd St 445, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T255",FALSE,"WMEEJ3BA2AK417878","austin",-97.74806,30.26646,0,"2015-12-07 18:05:53","78701"
"15745","W 9th St 375, 78701 Austin",NA,"CE","GOOD",15,"GOOD","FGZ 8800",FALSE,"WMEEJ3BA1FK801576","austin",-97.74494,30.27171,0,"2015-12-07 18:05:53","78701"
"15771","St. Edward's Parking",NA,"CE","GOOD",66,"GOOD","FHB 1329",FALSE,"WMEEJ3BA6FK801671","austin",-97.7513,30.22659,0,"2015-12-07 18:05:53","78704"
"15778","W 45th St 745, 78751 Austin",NA,"CE","GOOD",66,"GOOD","FGZ 8625",FALSE,"WMEEJ3BA2FK802588","austin",-97.7355,30.31104,0,"2015-12-07 18:05:53","78751"
"15808","Cromwell Cir 2291, 78741 Austin",NA,"CE","GOOD",63,"GOOD","CZT 0917",FALSE,"WMEEJ3BA2EK748093","austin",-97.71892,30.22908,0,"2015-12-07 18:05:53","78741"
"15809","Alpine Rd E 169, 78704 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4380",FALSE,"WMEEJ3BA7FK799283","austin",-97.76063,30.22651,0,"2015-12-07 18:05:53","78704"
"15812","Calles St 603, 78702 Austin",NA,"CE","GOOD",36,"GOOD","CZS 9744",FALSE,"WMEEJ3BA2EK748224","austin",-97.71255,30.25837,0,"2015-12-07 18:05:53","78702"
"15856","West Ave 1390, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2826",FALSE,"WMEEJ3BAXFK802547","austin",-97.74769,30.27818,0,"2015-12-07 18:10:53","78701"
"15882","W 10th St 1797, 78703 Austin",NA,"CE","GOOD",87,"UNACCEPTABLE","CZT 0993",FALSE,"WMEEJ3BA6EK748081","austin",-97.76441,30.28122,0,"2015-12-07 18:10:53","78703"
"15895","Juliet St 1547, 78704 Austin",NA,"CE","GOOD",39,"GOOD","FBV 4376",FALSE,"WMEEJ3BA9FK800031","austin",-97.76245,30.25868,0,"2015-12-07 18:10:53","78704"
"15914","S 1st St 3586, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1678",FALSE,"WMEEJ3BA9FK802457","austin",-97.76705,30.23097,0,"2015-12-07 18:10:53","78704"
"15954","Simond Ave 1889, 78723 Austin",NA,"CE","GOOD",100,"UNACCEPTABLE","FBV 4438",FALSE,"WMEEJ3BA2FK799286","austin",-97.7042,30.29793,0,"2015-12-07 18:10:53","78723"
"16015","Shoal Creek Blvd 1702, 78701 Austin",NA,"CE","GOOD",75,"GOOD","CYL 4629",FALSE,"WMEEJ3BA6EK748789","austin",-97.75071,30.28246,0,"2015-12-07 18:10:53","78701"
"16043","Mill St 814, 78702 Austin",NA,"CE","GOOD",42,"GOOD","CSF 9066",FALSE,"WMEEJ3BA9EK733235","austin",-97.71915,30.26295,0,"2015-12-07 18:10:53","78702"
"16067","W 9th St 445, 78701 Austin",NA,"CE","GOOD",75,"GOOD","FFD 7841",FALSE,"WMEEJ3BA6FK803145","austin",-97.74575,30.27191,0,"2015-12-07 18:10:53","78701"
"16074","Cobalt I",NA,"CE","GOOD",48,"GOOD","FHB 2840",FALSE,"WMEEJ3BA4FK801815","austin",-97.73211,30.2393,0,"2015-12-07 18:10:53","78741"
"16112","Haskell St 2181, 78702 Austin",NA,"CE","UNACCEPTABLE",30,"UNACCEPTABLE","CK9 T306",FALSE,"WMEEJ3BA1AK417872","austin",-97.72303,30.25124,0,"2015-12-07 18:15:53","78702"
"16172","S Congress Ave 1868, 78704 Austin",NA,"CE","GOOD",48,"GOOD","CK9 T262",FALSE,"WMEEJ3BA1AK418066","austin",-97.7513,30.24552,0,"2015-12-07 18:15:53","78704"
"16237","Shoal Creek Blvd 1712, 78701 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4363",FALSE,"WMEEJ3BA4FK799595","austin",-97.75078,30.28255,0,"2015-12-07 18:15:53","78701"
"16261","Bailey Ln 3942, 78756 Austin",NA,"CE","GOOD",78,"GOOD","CZS 9752",FALSE,"WMEEJ3BA3EK748958","austin",-97.74415,30.30859,0,"2015-12-07 18:15:53","78756"
"16425","Timber Pass 2960, 78741 Austin",NA,"CE","GOOD",48,"GOOD","FBV 4425",FALSE,"WMEEJ3BAXFK799584","austin",-97.74197,30.22571,0,"2015-12-07 18:20:53","78741"
"16455","W 2nd St, 78703 Austin",NA,"CE","GOOD",42,"UNACCEPTABLE","CZS 9750",FALSE,"WMEEJ3BA7EK748543","austin",-97.75432,30.26706,0,"2015-12-07 18:20:53","78703"
"16492","Rainey St 38, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4355",FALSE,"WMEEJ3BA5FK798990","austin",-97.73975,30.25635,0,"2015-12-07 18:20:53","78701"
"16593","W Oltorf St, 78704 Austin",NA,"CE","GOOD",63,"GOOD","FHB 1329",FALSE,"WMEEJ3BA6FK801671","austin",-97.75423,30.23885,0,"2015-12-07 18:20:53","78704"
"16603","Capital Metro Downtown Station",NA,"CE","GOOD",78,"GOOD","FBV 4371",FALSE,"WMEEJ3BAXFK798502","austin",-97.73939,30.26512,0,"2015-12-07 18:20:53","78701"
"16616","Airport Blvd 4683, 78751 Austin",NA,"CE","UNACCEPTABLE",81,"UNACCEPTABLE","FJC 9930",FALSE,"WMEEJ3BA4FK801328","austin",-97.71528,30.30651,0,"2015-12-07 18:20:53","78751"
"16618","E 5th St 913, 78702 Austin",NA,"CE","GOOD",96,"GOOD","FBV 4370",FALSE,"WMEEJ3BAXFK798967","austin",-97.73324,30.26424,0,"2015-12-07 18:20:53","78702"
"16697","Brazos St 628, 78701 Austin",NA,"CE","GOOD",18,"GOOD","FGZ 8629",FALSE,"WMEEJ3BA9FK802300","austin",-97.74137,30.26798,0,"2015-12-07 18:25:53","78701"
"16741","San Marcos St 1032, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4395",FALSE,"WMEEJ3BA9FK799219","austin",-97.73097,30.26911,0,"2015-12-07 18:25:53","78702"
"16743","Gamez Cv 700, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1677",FALSE,"WMEEJ3BA0FK802461","austin",-97.76775,30.23145,0,"2015-12-07 18:25:53","78704"
"16745","Capital Metro Downtown Station",NA,"CE","GOOD",39,"GOOD","FHB 1335",FALSE,"WMEEJ3BAXFK800510","austin",-97.73939,30.26512,0,"2015-12-07 18:25:53","78701"
"16760","W 30th St 618, 78705 Austin",NA,"CE","GOOD",24,"GOOD","FHB 1327",FALSE,"WMEEJ3BAXFK801754","austin",-97.74295,30.29727,0,"2015-12-07 18:25:53","78705"
"16800","Berkman Dr, 78723 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4389",FALSE,"WMEEJ3BA0FK799335","austin",-97.69952,30.30062,0,"2015-12-07 18:25:53","78723"
"16850","S 1st St 3576, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CSG 2236",FALSE,"WMEEJ3BA8EK736207","austin",-97.7669,30.231,0,"2015-12-07 18:25:53","78704"
"16890","E 11th St and Brazos St",NA,"CE","GOOD",36,"GOOD","FHB 0243",FALSE,"WMEEJ3BA2FK799983","austin",-97.73996,30.27251,0,"2015-12-07 18:25:53","78701"
"16940","W 24 1/2 St 743, 78705 Austin",NA,"CE","GOOD",30,"GOOD","FHB 2825",FALSE,"WMEEJ3BA4FK802818","austin",-97.74437,30.28863,0,"2015-12-07 18:30:54","78705"
"16946","Cityview at SoCo",NA,"CE","GOOD",78,"GOOD","CSG 1513",FALSE,"WMEEJ3BAXEK736693","austin",-97.74747,30.25447,0,"2015-12-07 18:30:54","78704"
"16951","West Ave 546, 78701 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2829",FALSE,"WMEEJ3BA9FK802796","austin",-97.75085,30.26979,0,"2015-12-07 18:30:54","78701"
"17008","S 1st St 2535, 78704 Austin",NA,"CE","GOOD",48,"GOOD","CK9 T262",FALSE,"WMEEJ3BA1AK418066","austin",-97.75995,30.24002,0,"2015-12-07 18:30:54","78704"
"17010","Rio Grande St 422, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4476",FALSE,"WMEEJ3BA3FK802826","austin",-97.75003,30.26875,0,"2015-12-07 18:30:54","78701"
"17023","E 10th St 517, 78701 Austin",NA,"CE","GOOD",21,"GOOD","CK9 T283",FALSE,"WMEEJ3BA3AK417209","austin",-97.73619,30.27036,0,"2015-12-07 18:30:54","78701"
"17092","Henderson St 712, 78703 Austin",NA,"CE","GOOD",90,"GOOD","FJC 9938",FALSE,"WMEEJ3BA3FK801871","austin",-97.75207,30.27301,0,"2015-12-07 18:30:54","78703"
"17163","Colorado St 832, 78701 Austin",NA,"CE","GOOD",39,"GOOD","FJC 9937",FALSE,"WMEEJ3BA3FK801790","austin",-97.74338,30.2706,0,"2015-12-07 18:30:54","78701"
"17194","Capital Metro Downtown Station",NA,"CE","GOOD",100,"GOOD","CK9 T264",FALSE,"WMEEJ3BAXAK417420","austin",-97.73939,30.26512,0,"2015-12-07 18:30:54","78701"
"17249","6th St S 2508, 78704 Austin",NA,"CE","GOOD",54,"GOOD","FGZ 8802",FALSE,"WMEEJ3BA5FK801502","austin",-97.76596,30.24208,0,"2015-12-07 18:35:54","78704"
"17260","Nelray Blvd 691, 78751 Austin",NA,"CE","GOOD",39,"GOOD","CSF 8919",FALSE,"WMEEJ3BA0EK733883","austin",-97.72703,30.32211,0,"2015-12-07 18:35:54","78751"
"17273","Harris Park Ave 2850, 78705 Austin",NA,"CE","GOOD",18,"GOOD","FBV 4474",FALSE,"WMEEJ3BA1FK802940","austin",-97.73296,30.28986,0,"2015-12-07 18:35:54","78705"
"17338","One Texas Center",NA,"CE","GOOD",100,"GOOD","FFD 7834",FALSE,"WMEEJ3BA7FK803221","austin",-97.74942,30.25811,0,"2015-12-07 18:35:54","78704"
"17366","Salado St 2986, 78705 Austin",NA,"CE","GOOD",81,"GOOD","FBV 4387",FALSE,"WMEEJ3BA9FK799480","austin",-97.74367,30.29735,0,"2015-12-07 18:35:54","78705"
"17375","N Lamar Blvd 935, 78703 Austin",NA,"CE","GOOD",33,"GOOD","FHB 2834",FALSE,"WMEEJ3BA5FK802021","austin",-97.75244,30.27428,0,"2015-12-07 18:35:54","78703"
"17389","Rio Grande St 1756, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4439",FALSE,"WMEEJ3BA8FK799261","austin",-97.74531,30.28114,0,"2015-12-07 18:35:54","78701"
"17392","W 8th St 2645, 78703 Austin",NA,"CE","GOOD",18,"GOOD","FFD 6224",FALSE,"WMEEJ3BA6FK801606","austin",-97.77571,30.28422,0,"2015-12-07 18:35:54","78703"
"17458","San Gabriel St 2262, 78705 Austin",NA,"CE","GOOD",18,"GOOD","CSG 1542",FALSE,"WMEEJ3BA2EK733240","austin",-97.74799,30.28684,0,"2015-12-07 18:35:54","78705"
"17459","Rainey St 55, 78701 Austin",NA,"CE","GOOD",96,"GOOD","FGZ 9137",FALSE,"WMEEJ3BA1FK802176","austin",-97.73928,30.25725,0,"2015-12-07 18:35:54","78701"
"17475","Robbins Pl 1958, 78705 Austin",NA,"CE","UNACCEPTABLE",100,"GOOD","CZT 1031",FALSE,"WMEEJ3BA3EK748152","austin",-97.74936,30.28488,0,"2015-12-07 18:35:54","78705"
"17502","W 5th St 360, 78701 Austin",NA,"CE","UNACCEPTABLE",15,"UNACCEPTABLE","FGZ 8621",FALSE,"WMEEJ3BA3FK802843","austin",-97.74618,30.26804,0,"2015-12-07 18:35:54","78701"
"17534","E 8th St 449, 78701 Austin",NA,"CE","GOOD",39,"GOOD","CSF 9061",FALSE,"WMEEJ3BA1EK733018","austin",-97.73818,30.2687,0,"2015-12-07 18:40:54","78701"
"17542","West Ave 1662, 78701 Austin",NA,"CE","GOOD",36,"GOOD","FHB 1337",FALSE,"WMEEJ3BA6FK800391","austin",-97.74678,30.28065,0,"2015-12-07 18:40:54","78701"
"17564","Coleman St 169, 78704 Austin",NA,"CE","GOOD",75,"GOOD","FGZ 8681",FALSE,"WMEEJ3BA2FK802719","austin",-97.76036,30.2315,0,"2015-12-07 18:40:54","78704"
"17584","The Parking Spot",NA,"CE","GOOD",36,"GOOD","CSF 9060",FALSE,"WMEEJ3BA8EK732917","austin",-97.67598,30.22049,0,"2015-12-07 18:40:54","78719"
"17635","LiveSTRONG Foundation",NA,"CE","GOOD",100,"GOOD","CK9 T295",FALSE,"WMEEJ3BA6AK416751","austin",-97.71822,30.25987,0,"2015-12-07 18:40:54","78702"
"17650","Woodrow Ave 4888, 78756 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4357",FALSE,"WMEEJ3BA8FK798160","austin",-97.7382,30.32041,0,"2015-12-07 18:40:54","78756"
"17659","Hollow Creek Dr 1358, 78704 Austin",NA,"CE","GOOD",72,"GOOD","FBV 4433",FALSE,"WMEEJ3BAXFK799391","austin",-97.77502,30.26098,0,"2015-12-07 18:40:54","78704"
"17760","W 55th St 493, 78751 Austin",NA,"CE","GOOD",48,"GOOD","FGZ 8687",FALSE,"WMEEJ3BA5FK802746","austin",-97.72418,30.32192,0,"2015-12-07 18:40:54","78751"
"17789","E 1st St 2384, 78702 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4383",FALSE,"WMEEJ3BAXFK799407","austin",-97.71775,30.25513,0,"2015-12-07 18:45:54","78702"
"17801","Town Creek Dr 1469, 78741 Austin",NA,"CE","UNACCEPTABLE",18,"UNACCEPTABLE","GGG 3720",FALSE,"WMEEJ3BA4FK801474","austin",-97.72676,30.24209,0,"2015-12-07 18:45:54","78741"
"18044","E 5th St 999, 78702 Austin",NA,"CE","GOOD",57,"GOOD","FJC 9932",FALSE,"WMEEJ3BA0FK801441","austin",-97.7324,30.26398,0,"2015-12-07 18:45:54","78702"
"18129","Avenue A 4312, 78751 Austin",NA,"CE","GOOD",84,"GOOD","CZT 0993",FALSE,"WMEEJ3BA6EK748081","austin",-97.73336,30.30835,0,"2015-12-07 18:50:54","78751"
"18152","S Congress Ave 1207, 78704 Austin",NA,"CE","GOOD",57,"GOOD","FJC 9787",FALSE,"WMEEJ3BA7FK802439","austin",-97.74874,30.25183,0,"2015-12-07 18:50:54","78704"
"18202","Sabina Apartments",NA,"CE","GOOD",87,"GOOD","CZT 0998",FALSE,"WMEEJ3BA3EK748071","austin",-97.72252,30.29244,0,"2015-12-07 18:50:54","78705"
"18235","Branch St 1116, 78702 Austin",NA,"CE","GOOD",36,"GOOD","FJC 9935",FALSE,"WMEEJ3BAXFK801690","austin",-97.73138,30.2702,0,"2015-12-07 18:50:54","78702"
"18299","Rainey St dedicated parking",NA,"CE","UNACCEPTABLE",48,"GOOD","FBV 4427",FALSE,"WMEEJ3BA0FK799514","austin",-97.73933,30.25716,0,"2015-12-07 18:50:54","78701"
"18310","Matagorda St 2046, 78741 Austin",NA,"CE","GOOD",75,"GOOD","FBV 4371",FALSE,"WMEEJ3BAXFK798502","austin",-97.73752,30.23574,0,"2015-12-07 18:50:54","78741"
"18410","Duval St 5068, 78751 Austin",NA,"CE","GOOD",87,"GOOD","FBV 4469",FALSE,"WMEEJ3BA2FK802400","austin",-97.72018,30.31396,0,"2015-12-07 18:55:54","78751"
"18411","S Pleasant Valley Rd 1912, 78741 Austin",NA,"CE","GOOD",48,"GOOD","FBV 4425",FALSE,"WMEEJ3BAXFK799584","austin",-97.72227,30.23523,0,"2015-12-07 18:55:54","78741"
"18432","The Parking Spot",NA,"CE","GOOD",100,"GOOD","CK9 T304",FALSE,"WMEEJ3BA8AK417836","austin",-97.67598,30.22049,0,"2015-12-07 18:55:54","78719"
"18454","E Dean Keeton St 832, 78705 Austin",NA,"CE","GOOD",57,"GOOD","CSF 9071",FALSE,"WMEEJ3BAXEK734569","austin",-97.72882,30.28826,0,"2015-12-07 18:55:54","78705"
"18499","2nd and Colorado",NA,"CE","GOOD",24,"GOOD","FBV 4363",FALSE,"WMEEJ3BA4FK799595","austin",-97.74578,30.26481,0,"2015-12-07 18:55:54","78701"
"18517","Oltorf St E 411, 78704 Austin",NA,"CE","GOOD",60,"GOOD","FJC 9790",FALSE,"WMEEJ3BA5FK802066","austin",-97.75189,30.23711,0,"2015-12-07 18:55:54","78704"
"18566","Merle Dr 4516, 78745 Austin",NA,"CE","GOOD",51,"GOOD","CZT 0935",FALSE,"WMEEJ3BAXEK748343","austin",-97.7884,30.22755,0,"2015-12-07 18:55:54","78745"
"18647","E 7th St 317, 78701 Austin",NA,"CE","GOOD",12,"GOOD","FGZ 8621",FALSE,"WMEEJ3BA3FK802843","austin",-97.7399,30.26823,0,"2015-12-07 18:55:54","78701"
"18680","Alamo St 1138, 78702 Austin",NA,"CE","GOOD",39,"GOOD","CSF 9061",FALSE,"WMEEJ3BA1EK733018","austin",-97.71721,30.27069,0,"2015-12-07 19:00:54","78702"
"18762","E 37th St 174, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2847",FALSE,"WMEEJ3BA4FK802009","austin",-97.73342,30.29998,0,"2015-12-07 19:00:54","78705"
"18806","W 5th St 719, 78701 Austin",NA,"CE","GOOD",69,"GOOD","FBV 4433",FALSE,"WMEEJ3BAXFK799391","austin",-97.75018,30.26899,0,"2015-12-07 19:00:54","78701"
"18828","W 5th St 125, 78701 Austin",NA,"CE","GOOD",18,"GOOD","FFD 6224",FALSE,"WMEEJ3BA6FK801606","austin",-97.74348,30.26723,0,"2015-12-07 19:00:54","78701"
"18852","W 6th St 539, 78701 Austin",NA,"CE","GOOD",27,"GOOD","FBV 4436",FALSE,"WMEEJ3BA9FK799317","austin",-97.74781,30.26937,0,"2015-12-07 19:00:54","78701"
"18910","Evans Ave 5020, 78751 Austin",NA,"CE","GOOD",27,"GOOD","CK9 T292",FALSE,"WMEEJ3BA0AK417619","austin",-97.71961,30.31297,0,"2015-12-07 19:00:54","78751"
"19058","Cherrywood Rd 3338, 78722 Austin",NA,"CE","GOOD",78,"GOOD","FBV 6124",FALSE,"WMEEJ3BA2FK799028","austin",-97.71567,30.28865,0,"2015-12-07 19:05:55","78722"
"19194","E Dean Keeton St 718, 78705 Austin",NA,"CE","GOOD",45,"GOOD","FHB 2840",FALSE,"WMEEJ3BA4FK801815","austin",-97.73137,30.28939,0,"2015-12-07 19:05:55","78705"
"19204","N Lamar Blvd 3955, 78756 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2855",FALSE,"WMEEJ3BA8FK800487","austin",-97.74084,30.3071,0,"2015-12-07 19:05:55","78756"
"19224","Bennett Ave 4578, 78751 Austin",NA,"CE","UNACCEPTABLE",69,"UNACCEPTABLE","CZT 1033",FALSE,"WMEEJ3BA9EK748513","austin",-97.71707,30.30502,0,"2015-12-07 19:05:55","78751"
"19229","2nd and Colorado",NA,"CE","UNACCEPTABLE",24,"UNACCEPTABLE","FBV 4383",FALSE,"WMEEJ3BAXFK799407","austin",-97.74578,30.26481,0,"2015-12-07 19:10:55","78701"
"19247","Nueces St 678, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8806",FALSE,"WMEEJ3BA9FK801762","austin",-97.74822,30.2704,0,"2015-12-07 19:10:55","78701"
"19307","Pressler St 503, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4476",FALSE,"WMEEJ3BA3FK802826","austin",-97.76018,30.27292,0,"2015-12-07 19:10:55","78703"
"19352","South Congress Commons - 126 W Alpine Rd - 2 Spots",NA,"CE","GOOD",100,"GOOD","FJD 0198",FALSE,"WMEEJ3BA8FK802899","austin",-97.76188,30.22849,0,"2015-12-07 19:10:55","78704"
"19482","W 8th St 1683, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1334",FALSE,"WMEEJ3BAXFK800541","austin",-97.76232,30.27728,0,"2015-12-07 19:10:55","78703"
"19583","Rabb Glen St 2159, 78704 Austin",NA,"CE","GOOD",84,"GOOD","CSF 9196",FALSE,"WMEEJ3BAXEK733812","austin",-97.77819,30.25014,0,"2015-12-07 19:15:55","78704"
"19599","E 49th St 761, 78751 Austin",NA,"CE","GOOD",69,"GOOD","FJC 9785",FALSE,"WMEEJ3BA3FK802518","austin",-97.71815,30.31063,0,"2015-12-07 19:15:55","78751"
"19646","Capital Metro Downtown Station",NA,"CE","GOOD",100,"GOOD","FBV 4438",FALSE,"WMEEJ3BA2FK799286","austin",-97.73939,30.26512,0,"2015-12-07 19:15:55","78701"
"19670","W Lynn St 1002, 78703 Austin",NA,"CE","GOOD",15,"GOOD","FBV 4367",FALSE,"WMEEJ3BA4FK799757","austin",-97.7599,30.27925,0,"2015-12-07 19:15:55","78703"
"19759","Euclid Ave 2390, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4470",FALSE,"WMEEJ3BA5FK802424","austin",-97.75562,30.2403,0,"2015-12-07 19:15:55","78704"
"19822","Sheringham Dr 4517, 78741 Austin",NA,"CE","GOOD",27,"GOOD","CYL 4628",FALSE,"WMEEJ3BA8EK748969","austin",-97.72341,30.22877,0,"2015-12-07 19:20:55","78741"
"20054","Brazos St 276, 78701 Austin",NA,"CE","GOOD",72,"GOOD","FBV 4371",FALSE,"WMEEJ3BAXFK798502","austin",-97.74264,30.26472,0,"2015-12-07 19:20:55","78701"
"20058","Waller St 1346, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8809",FALSE,"WMEEJ3BA8FK802093","austin",-97.72919,30.27388,0,"2015-12-07 19:20:55","78702"
"20184","Crestview Station",NA,"CE","GOOD",66,"GOOD","CSF 8924",FALSE,"WMEEJ3BA1EK733228","austin",-97.71947,30.33886,0,"2015-12-07 19:25:55","78752"
"20351","Ragsdale St 1434, 78723 Austin",NA,"CE","GOOD",66,"GOOD","FGZ 8625",FALSE,"WMEEJ3BA2FK802588","austin",-97.70797,30.29976,0,"2015-12-07 19:25:55","78723"
"20543","Windsor Rd 1376, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FFD 7834",FALSE,"WMEEJ3BA7FK803221","austin",-97.7534,30.2794,0,"2015-12-07 19:30:55","78703"
"20609","Sacramento Dr 593, 78704 Austin",NA,"CE","GOOD",66,"GOOD","FGZ 8803",FALSE,"WMEEJ3BA5FK801483","austin",-97.76339,30.23589,0,"2015-12-07 19:30:55","78704"
"20631","Nash Ave 1716, 78704 Austin",NA,"CE","GOOD",72,"GOOD","CZS 9749",FALSE,"WMEEJ3BA2EK748112","austin",-97.76956,30.25274,0,"2015-12-07 19:30:55","78704"
"20701","Neches St 228, 78701 Austin",NA,"CE","GOOD",96,"GOOD","FGZ 8801",FALSE,"WMEEJ3BA8FK801526","austin",-97.73886,30.26541,0,"2015-12-07 19:30:55","78701"
"20779","Post Oak St 700, 78704 Austin",NA,"CE","GOOD",33,"GOOD","CSF 9192",FALSE,"WMEEJ3BA3EK734008","austin",-97.75223,30.25741,0,"2015-12-07 19:35:55","78704"
"20894","Spyglass Dr 1795, 78746 Austin",NA,"CE","GOOD",63,"UNACCEPTABLE","FHB 0205",FALSE,"WMEEJ3BA9FK802183","austin",-97.79095,30.25871,0,"2015-12-07 19:35:55","78746"
"21097","W 5th St 915, 78703 Austin",NA,"CE","GOOD",81,"GOOD","CSF 9196",FALSE,"WMEEJ3BAXEK733812","austin",-97.75382,30.27007,0,"2015-12-07 19:40:56","78703"
"21189","Blanco St 779, 78703 Austin",NA,"CE","GOOD",15,"GOOD","FBV 4367",FALSE,"WMEEJ3BA4FK799757","austin",-97.75587,30.27455,0,"2015-12-07 19:40:56","78703"
"21396","E 5th St 989, 78702 Austin",NA,"CE","GOOD",72,"GOOD","CSF 8920",FALSE,"WMEEJ3BA8EK733792","austin",-97.73201,30.26392,0,"2015-12-07 19:45:56","78702"
"21397","Esperanza Xing 3275, 78758 Austin",NA,"CE","GOOD",75,"GOOD","CZT 0993",FALSE,"WMEEJ3BA6EK748081","austin",-97.72472,30.39987,0,"2015-12-07 19:45:56","78758"
"21417","W 26th St 853, 78705 Austin",NA,"CE","UNACCEPTABLE",75,"UNACCEPTABLE","FHB 2869",FALSE,"WMEEJ3BAXFK802600","austin",-97.74625,30.29076,0,"2015-12-07 19:45:56","78705"
"21611","W 5th St 128, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CZT 1031",FALSE,"WMEEJ3BA3EK748152","austin",-97.74349,30.2673,0,"2015-12-07 19:45:56","78701"
"21637","Burnet Rd 5826, 78756 Austin",NA,"CE","GOOD",51,"GOOD","FHB 2830",FALSE,"WMEEJ3BAXFK800670","austin",-97.74005,30.3343,0,"2015-12-07 19:45:56","78756"
"21674","Alamo St 1147, 78702 Austin",NA,"CE","GOOD",39,"GOOD","CSF 9061",FALSE,"WMEEJ3BA1EK733018","austin",-97.7172,30.2708,0,"2015-12-07 19:50:56","78702"
"21679","Randolph Rd 3322, 78722 Austin",NA,"CE","GOOD",69,"GOOD","FBV 4468",FALSE,"WMEEJ3BA2FK802378","austin",-97.7112,30.28576,0,"2015-12-07 19:50:56","78722"
"21758","E 6th St 1842, 78702 Austin",NA,"CE","GOOD",51,"GOOD","FGZ 8623",FALSE,"WMEEJ3BA4FK802835","austin",-97.72296,30.26212,0,"2015-12-07 19:50:56","78702"
"21762","Oak Crest Ave 2893, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CSF 9068",FALSE,"WMEEJ3BA0EK733706","austin",-97.76446,30.23716,0,"2015-12-07 19:50:56","78704"
"21768","Barton Springs Rd 356, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4355",FALSE,"WMEEJ3BA5FK798990","austin",-97.7481,30.25873,0,"2015-12-07 19:50:56","78704"
"21842","W 9th St 467, 78701 Austin",NA,"CE","GOOD",75,"GOOD","CYL 4629",FALSE,"WMEEJ3BA6EK748789","austin",-97.74596,30.27197,0,"2015-12-07 19:50:56","78701"
"21886","W 2nd St 247, 78701 Austin",NA,"CE","GOOD",60,"GOOD","FGZ 8625",FALSE,"WMEEJ3BA2FK802588","austin",-97.74602,30.26484,0,"2015-12-07 19:50:56","78701"
"21900","Rainey St 48, 78701 Austin",NA,"CE","GOOD",93,"GOOD","FGZ 9137",FALSE,"WMEEJ3BA1FK802176","austin",-97.73941,30.25707,0,"2015-12-07 19:50:56","78701"
"22030","W 7th St 476, 78701 Austin",NA,"CE","GOOD",18,"GOOD","FHB 2828",FALSE,"WMEEJ3BA6FK802772","austin",-97.74675,30.27026,0,"2015-12-07 19:55:56","78701"
"22101","W 35th St 489, 78705 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4357",FALSE,"WMEEJ3BA8FK798160","austin",-97.7381,30.3007,0,"2015-12-07 19:55:56","78705"
"22140","Clermont Ave 1029, 78702 Austin",NA,"CE","GOOD",33,"GOOD","FHB 0246",FALSE,"WMEEJ3BA4FK802043","austin",-97.73567,30.25455,0,"2015-12-07 19:55:56","78702"
"22452","Elm St 1230, 78703 Austin",NA,"CE","GOOD",15,"GOOD","FGZ 8800",FALSE,"WMEEJ3BA1FK801576","austin",-97.75795,30.28005,0,"2015-12-07 20:00:56","78703"
"22463","Henderson St 652, 78703 Austin",NA,"CE","GOOD",51,"GOOD","CZT 0935",FALSE,"WMEEJ3BAXEK748343","austin",-97.75294,30.27213,0,"2015-12-07 20:00:56","78703"
"22464","N Lamar Blvd 850, 78703 Austin",NA,"CE","UNACCEPTABLE",96,"UNACCEPTABLE","FBV 4368",FALSE,"WMEEJ3BA8FK799213","austin",-97.75309,30.27361,0,"2015-12-07 20:00:56","78703"
"22671","S Lamar Blvd 1213, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2847",FALSE,"WMEEJ3BA4FK802009","austin",-97.76226,30.25433,0,"2015-12-07 20:05:56","78704"
