"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude","Time....Sys.time..","zip"
"3269","Lightsey Rd 2077, 78704 Austin",NA,"CE","GOOD",30,"GOOD","FHB 2842",FALSE,"WMEEJ3BA8FK800800","austin",-97.78144,30.24237,0,"2015-12-07 14:30:47","78704"
"3332","Barton Springs Rd 337, 78704 Austin",NA,"CE","GOOD",39,"GOOD","CSF 8919",FALSE,"WMEEJ3BA0EK733883","austin",-97.74797,30.25872,0,"2015-12-07 14:35:48","78704"
"3333","W 8th St 2611, 78703 Austin",NA,"CE","GOOD",84,"GOOD","FBV 4358",FALSE,"WMEEJ3BA2FK798395","austin",-97.77541,30.28407,0,"2015-12-07 14:35:48","78703"
"3352","Elmont Dr 2216, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8685",FALSE,"WMEEJ3BA1FK803165","austin",-97.72369,30.24224,0,"2015-12-07 14:35:48","78741"
"3354","Ardenwood Rd 1305, 78722 Austin",NA,"CE","GOOD",93,"GOOD","CYL 4640",FALSE,"WMEEJ3BA8EK748731","austin",-97.71417,30.29885,0,"2015-12-07 14:35:48","78722"
"3549","E 41st St 903, 78751 Austin",NA,"CE","GOOD",51,"GOOD","FHB 2840",FALSE,"WMEEJ3BA4FK801815","austin",-97.72192,30.29924,0,"2015-12-07 14:35:48","78751"
"3615","E 8th St 449, 78701 Austin",NA,"CE","GOOD",39,"GOOD","CSF 9061",FALSE,"WMEEJ3BA1EK733018","austin",-97.73818,30.2687,0,"2015-12-07 14:40:48","78701"
"3645","Adams Ave 5618, 78756 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2844",FALSE,"WMEEJ3BA0FK801990","austin",-97.73969,30.33033,0,"2015-12-07 14:40:48","78756"
"3707","W 8th St 624, 78701 Austin",NA,"CE","GOOD",42,"GOOD","FJC 9788",FALSE,"WMEEJ3BA6FK802318","austin",-97.74798,30.27162,0,"2015-12-07 14:40:48","78701"
"3964","W 4th St 215, 78701 Austin",NA,"CE","GOOD",42,"GOOD","CZS 9750",FALSE,"WMEEJ3BA7EK748543","austin",-97.74558,30.26685,0,"2015-12-07 14:45:48","78701"
"4038","W Lynn St 1002, 78703 Austin",NA,"CE","GOOD",15,"GOOD","FBV 4367",FALSE,"WMEEJ3BA4FK799757","austin",-97.7599,30.27925,0,"2015-12-07 14:45:48","78703"
"4044","Hollow Creek Dr 1364, 78704 Austin",NA,"CE","GOOD",72,"GOOD","FBV 4433",FALSE,"WMEEJ3BAXFK799391","austin",-97.77504,30.26107,0,"2015-12-07 14:45:48","78704"
"4060","The Zone Apartments",NA,"CE","UNACCEPTABLE",27,"UNACCEPTABLE","FHB 0245",FALSE,"WMEEJ3BA6FK800908","austin",-97.71845,30.23231,0,"2015-12-07 14:45:48","78741"
"4096","Br Reynolds Dr, 78703 Austin",NA,"CE","GOOD",72,"GOOD","CZS 9749",FALSE,"WMEEJ3BA2EK748112","austin",-97.75603,30.2682,0,"2015-12-07 14:45:48","78703"
"4111","Monroe St W 127, 78704 Austin",NA,"CE","GOOD",45,"GOOD","CSF 9066",FALSE,"WMEEJ3BA9EK733235","austin",-97.75059,30.24802,0,"2015-12-07 14:45:48","78704"
"4203","Wickersham Ln 2277, 78741 Austin",NA,"CE","GOOD",69,"GOOD","FJD 0199",FALSE,"WMEEJ3BA3FK802874","austin",-97.72133,30.22824,0,"2015-12-07 14:50:48","78741"
"4249","Avenue A 4336, 78751 Austin",NA,"CE","UNACCEPTABLE",48,"UNACCEPTABLE","CSF 9200",FALSE,"WMEEJ3BA4EK734941","austin",-97.73319,30.30862,0,"2015-12-07 14:50:48","78751"
"4253","S Lakeshore Blvd 1763, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2867",FALSE,"WMEEJ3BA3FK802535","austin",-97.72885,30.24484,0,"2015-12-07 14:50:48","78741"
"4296","The Zone Apartments",NA,"CE","GOOD",100,"GOOD","FJC 9598",FALSE,"WMEEJ3BA6FK801797","austin",-97.71845,30.23231,0,"2015-12-07 14:50:48","78741"
"4507","Treehouse - 2501 Wickersham Lane - 3 Spaces",NA,"CE","GOOD",51,"GOOD","FGZ 8624",FALSE,"WMEEJ3BA5FK802777","austin",-97.72465,30.22479,0,"2015-12-07 14:55:48","78741"
"4541","Guadalupe St 2310, 78705 Austin",NA,"CE","GOOD",21,"GOOD","FBV 4474",FALSE,"WMEEJ3BA1FK802940","austin",-97.74168,30.28678,0,"2015-12-07 14:55:48","78705"
"4542","E 5th St 989, 78702 Austin",NA,"CE","GOOD",72,"GOOD","CSF 8920",FALSE,"WMEEJ3BA8EK733792","austin",-97.73201,30.26392,0,"2015-12-07 14:55:48","78702"
"4568","E 5th St 905, 78702 Austin",NA,"CE","GOOD",60,"GOOD","FJC 9787",FALSE,"WMEEJ3BA7FK802439","austin",-97.73369,30.2644,0,"2015-12-07 14:55:48","78702"
"4713","5th St S 2930, 78704 Austin",NA,"CE","GOOD",66,"GOOD","FHB 2870",FALSE,"WMEEJ3BA0FK802654","austin",-97.76731,30.23771,0,"2015-12-07 14:55:48","78704"
"4723","S 2nd St 1154, 78704 Austin",NA,"CE","GOOD",96,"GOOD","CZT 1027",FALSE,"WMEEJ3BA9EK748267","austin",-97.75425,30.25352,0,"2015-12-07 14:55:48","78704"
"4733","Rio Grande St 966, 78701 Austin",NA,"CE","GOOD",12,"GOOD","FHB 1332",FALSE,"WMEEJ3BAXFK801057","austin",-97.7482,30.27333,0,"2015-12-07 14:55:48","78701"
"4882","Caswell Ave 4978, 78751 Austin",NA,"CE","GOOD",21,"GOOD","CK9 T283",FALSE,"WMEEJ3BA3AK417209","austin",-97.71714,30.31132,0,"2015-12-07 15:00:48","78751"
"4893","Brazos St 1074, 78701 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","CZS 9748",FALSE,"WMEEJ3BA4EK748175","austin",-97.73982,30.27217,0,"2015-12-07 15:00:48","78701"
"4957","Willow Hill Dr 2527, 78741 Austin",NA,"CE","GOOD",66,"GOOD","FHB 0205",FALSE,"WMEEJ3BA9FK802183","austin",-97.72504,30.23307,0,"2015-12-07 15:00:48","78741"
"4996","E 14th St 2914, 78702 Austin",NA,"CE","GOOD",81,"GOOD","FBV 4369",FALSE,"WMEEJ3BA7FK799204","austin",-97.70745,30.27773,0,"2015-12-07 15:00:48","78702"
"5015","Hether St 1551, 78704 Austin",NA,"CE","GOOD",45,"GOOD","CSF 9066",FALSE,"WMEEJ3BA9EK733235","austin",-97.76893,30.2502,0,"2015-12-07 15:00:48","78704"
"5165","Parker Ln 1417, 78741 Austin",NA,"CE","GOOD",48,"GOOD","CK9 T262",FALSE,"WMEEJ3BA1AK418066","austin",-97.73059,30.24152,0,"2015-12-07 15:05:48","78741"
"5217","W North Loop Blvd 2224, 78756 Austin",NA,"CE","GOOD",69,"GOOD","FBV 4379",FALSE,"WMEEJ3BA7FK799235","austin",-97.74183,30.32678,0,"2015-12-07 15:05:48","78756"
"5326","Eastside Dr 1838, 78704 Austin",NA,"CE","GOOD",42,"GOOD","CZT 0916",FALSE,"WMEEJ3BA5EK748332","austin",-97.74547,30.24417,0,"2015-12-07 15:05:48","78704"
"5327","W 45th St 753, 78751 Austin",NA,"CE","GOOD",66,"GOOD","FGZ 8625",FALSE,"WMEEJ3BA2FK802588","austin",-97.73553,30.31104,0,"2015-12-07 15:05:48","78751"
"5346","E 3rd St 309, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8804",FALSE,"WMEEJ3BA6FK800374","austin",-97.74133,30.26451,0,"2015-12-07 15:05:48","78701"
"5373","S Interstate 35 2037, 78741 Austin",NA,"CE","GOOD",72,"GOOD","FGZ 8811",FALSE,"WMEEJ3BAXFK802287","austin",-97.73899,30.23627,0,"2015-12-07 15:05:48","78741"
"5397","W 5th St 339, 78701 Austin",NA,"CE","GOOD",30,"UNACCEPTABLE","FBV 4391",FALSE,"WMEEJ3BA0FK799271","austin",-97.74634,30.26792,0,"2015-12-07 15:10:48","78701"
"5510","Town Creek Dr 1390, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2847",FALSE,"WMEEJ3BA4FK802009","austin",-97.7266,30.24282,0,"2015-12-07 15:10:48","78741"
"5547","S Congress Ave 839, 78704 Austin",NA,"CE","GOOD",63,"GOOD","FBV 4493",FALSE,"WMEEJ3BA7FK802330","austin",-97.74782,30.25435,0,"2015-12-07 15:10:48","78704"
"5550","Giles St 1623, 78722 Austin",NA,"CE","UNACCEPTABLE",100,"GOOD","FBV 4389",FALSE,"WMEEJ3BA0FK799335","austin",-97.71385,30.29055,0,"2015-12-07 15:10:48","78722"
"5693","W 10th St 766, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4430",FALSE,"WMEEJ3BA3FK799460","austin",-97.74887,30.27392,0,"2015-12-07 15:10:48","78701"
"5717","Baylor St 580, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8806",FALSE,"WMEEJ3BA9FK801762","austin",-97.75555,30.27189,0,"2015-12-07 15:15:48","78703"
"5749","St. Edward's Parking",NA,"CE","GOOD",100,"GOOD","CK9 T285",FALSE,"WMEEJ3BA6AK417916","austin",-97.7513,30.22659,0,"2015-12-07 15:15:48","78704"
"5772","Juliet St 1547, 78704 Austin",NA,"CE","GOOD",39,"GOOD","FBV 4376",FALSE,"WMEEJ3BA9FK800031","austin",-97.76245,30.25868,0,"2015-12-07 15:15:48","78704"
"5806","E 2nd St 2538, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1679",FALSE,"WMEEJ3BA9FK802278","austin",-97.7158,30.25512,0,"2015-12-07 15:15:48","78702"
"5854","The Canopy",NA,"CE","GOOD",63,"GOOD","FHB 1336",FALSE,"WMEEJ3BA0FK800404","austin",-97.69811,30.26199,0,"2015-12-07 15:15:48","78702"
"5887","Travis Heights Blvd 1872, 78704 Austin",NA,"CE","GOOD",51,"GOOD","FHB 2862",FALSE,"WMEEJ3BA1FK802274","austin",-97.74321,30.24137,0,"2015-12-07 15:15:48","78704"
"5966","Parker Ln 1723, 78741 Austin",NA,"CE","GOOD",48,"GOOD","FHB 2840",FALSE,"WMEEJ3BA4FK801815","austin",-97.73232,30.23882,0,"2015-12-07 15:15:48","78741"
"6060","Harris Park Ave 2850, 78705 Austin",NA,"CE","GOOD",18,"GOOD","FBV 4474",FALSE,"WMEEJ3BA1FK802940","austin",-97.73296,30.28986,0,"2015-12-07 15:20:49","78705"
"6163","Northland Dr 2167, 78756 Austin",NA,"CE","GOOD",42,"GOOD","CZT 0936",FALSE,"WMEEJ3BAXEK748911","austin",-97.74111,30.33274,0,"2015-12-07 15:20:49","78756"
"6232","Herndon Ln 803, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CSG 2238",FALSE,"WMEEJ3BA1EK734993","austin",-97.76315,30.24028,0,"2015-12-07 15:20:49","78704"
"6239","Rainey St dedicated parking",NA,"CE","UNACCEPTABLE",48,"GOOD","FBV 4427",FALSE,"WMEEJ3BA0FK799514","austin",-97.73933,30.25716,0,"2015-12-07 15:20:49","78701"
"6263","Manor Rd 2002, 78722 Austin",NA,"CE","GOOD",90,"GOOD","FJC 9930",FALSE,"WMEEJ3BA4FK801328","austin",-97.72036,30.28426,0,"2015-12-07 15:20:49","78722"
"6363","Campbell St 524, 78703 Austin",NA,"CE","GOOD",36,"GOOD","FHB 0248",FALSE,"WMEEJ3BA6FK802643","austin",-97.76467,30.27509,0,"2015-12-07 15:25:49","78703"
"6393","San Marcos St 254, 78702 Austin",NA,"CE","GOOD",42,"UNACCEPTABLE","CZS 9750",FALSE,"WMEEJ3BA7EK748543","austin",-97.73395,30.26202,0,"2015-12-07 15:25:49","78702"
"6439","Ragsdale St 1473, 78723 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4438",FALSE,"WMEEJ3BA2FK799286","austin",-97.70744,30.29945,0,"2015-12-07 15:25:49","78723"
"6548","W 45th St 745, 78751 Austin",NA,"CE","GOOD",66,"GOOD","FGZ 8625",FALSE,"WMEEJ3BA2FK802588","austin",-97.7355,30.31104,0,"2015-12-07 15:25:49","78751"
"6699","Campbell St 564, 78703 Austin",NA,"CE","GOOD",96,"GOOD","FBV 4390",FALSE,"WMEEJ3BA1FK799294","austin",-97.76444,30.27553,0,"2015-12-07 15:30:49","78703"
"6946","Randolph Rd 3322, 78722 Austin",NA,"CE","GOOD",69,"GOOD","FBV 4468",FALSE,"WMEEJ3BA2FK802378","austin",-97.7112,30.28576,0,"2015-12-07 15:35:49","78722"
"6956","Brazos St 658, 78701 Austin",NA,"CE","GOOD",24,"GOOD","FGZ 8629",FALSE,"WMEEJ3BA9FK802300","austin",-97.74125,30.26828,0,"2015-12-07 15:35:49","78701"
"7025","Metcalfe Rd 2442, 78741 Austin",NA,"CE","GOOD",66,"GOOD","CSF 8933",FALSE,"WMEEJ3BA9EK734790","austin",-97.73627,30.22964,0,"2015-12-07 15:35:49","78741"
"7139","Herndon Ln 803, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CSG 2238",FALSE,"WMEEJ3BA1EK734993","austin",-97.76321,30.24028,0,"2015-12-07 15:35:49","78704"
"7429","N Lamar Blvd 850, 78703 Austin",NA,"CE","UNACCEPTABLE",96,"UNACCEPTABLE","FBV 4368",FALSE,"WMEEJ3BA8FK799213","austin",-97.75309,30.27361,0,"2015-12-07 15:40:49","78703"
"7582","Red River St 2335, 78705 Austin",NA,"CE","GOOD",48,"GOOD","CSF 9200",FALSE,"WMEEJ3BA4EK734941","austin",-97.72768,30.28444,0,"2015-12-07 15:45:49","78705"
"7589","Crestview Station",NA,"CE","GOOD",66,"GOOD","CSF 8924",FALSE,"WMEEJ3BA1EK733228","austin",-97.71947,30.33886,0,"2015-12-07 15:45:49","78752"
"7668","ACC Eastview Campus",NA,"CE","GOOD",100,"GOOD","FBV 4389",FALSE,"WMEEJ3BA0FK799335","austin",-97.70532,30.26726,0,"2015-12-07 15:45:49","78702"
"7722","Stassney Woods - 1800 E Stassney Lane - 2 Spaces",NA,"CE","GOOD",66,"GOOD","FGZ 8846",FALSE,"WMEEJ3BA4FK802883","austin",-97.76107,30.19734,0,"2015-12-07 15:45:49","78744"
"7751","W 8th St 2303, 78703 Austin",NA,"CE","GOOD",33,"GOOD","FBV 4492",FALSE,"WMEEJ3BA8FK802630","austin",-97.77086,30.28173,0,"2015-12-07 15:45:49","78703"
"7827","Royal Crest Dr 1756, 78741 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T286",FALSE,"WMEEJ3BA4AK416926","austin",-97.731,30.23815,0,"2015-12-07 15:50:49","78741"
"7908","Breeze Ter 3270, 78722 Austin",NA,"CE","GOOD",21,"GOOD","CK9 T283",FALSE,"WMEEJ3BA3AK417209","austin",-97.71699,30.28804,0,"2015-12-07 15:50:49","78722"
"8063","Winflo Dr 838, 78703 Austin",NA,"CE","GOOD",12,"GOOD","FHB 1332",FALSE,"WMEEJ3BAXFK801057","austin",-97.75813,30.27561,0,"2015-12-07 15:50:49","78703"
"8065","Barbara Jordan Blvd 1242, 78723 Austin",NA,"CE","GOOD",18,"GOOD","CSG 1542",FALSE,"WMEEJ3BA2EK733240","austin",-97.70834,30.30689,0,"2015-12-07 15:50:49","78723"
"8067","W 9th St 177, 78701 Austin",NA,"CE","GOOD",96,"UNACCEPTABLE","FGZ 9137",FALSE,"WMEEJ3BA1FK802176","austin",-97.74278,30.27116,0,"2015-12-07 15:50:49","78701"
"8075","E 5th St 913, 78702 Austin",NA,"CE","GOOD",96,"GOOD","FBV 4370",FALSE,"WMEEJ3BAXFK798967","austin",-97.73324,30.26424,0,"2015-12-07 15:50:49","78702"
"8119","E 3rd St 127, 78701 Austin",NA,"CE","GOOD",30,"GOOD","FBV 4391",FALSE,"WMEEJ3BA0FK799271","austin",-97.74349,30.26517,0,"2015-12-07 15:55:49","78701"
"8121","ACC South Austin Campus",NA,"CE","GOOD",57,"GOOD","FGZ 8612",FALSE,"WMEEJ3BA6FK800455","austin",-97.79627,30.21619,0,"2015-12-07 15:55:49","78745"
"8184","The Canopy",NA,"CE","GOOD",48,"GOOD","FGZ 8626",FALSE,"WMEEJ3BA6FK802495","austin",-97.69811,30.26199,0,"2015-12-07 15:55:49","78702"
"8218","Lafayette Ave 3772, 78722 Austin",NA,"CE","GOOD",60,"GOOD","CSF 8927",FALSE,"WMEEJ3BA1EK734332","austin",-97.71659,30.29304,0,"2015-12-07 15:55:49","78722"
"8455","W 55 1/2 St 527, 78751 Austin",NA,"CE","GOOD",39,"GOOD","CSF 8919",FALSE,"WMEEJ3BA0EK733883","austin",-97.72378,30.3227,0,"2015-12-07 16:00:49","78751"
"8524","E 6th St 1842, 78702 Austin",NA,"CE","GOOD",51,"GOOD","FGZ 8623",FALSE,"WMEEJ3BA4FK802835","austin",-97.72296,30.26212,0,"2015-12-07 16:00:49","78702"
"8539","Skyway Cir 2874, 78704 Austin",NA,"CE","GOOD",87,"GOOD","CSF 9063",FALSE,"WMEEJ3BA4EK733319","austin",-97.78281,30.24478,0,"2015-12-07 16:00:49","78704"
"8609","Crestview Station",NA,"CE","GOOD",57,"GOOD","FJC 9926",FALSE,"WMEEJ3BA2FK801196","austin",-97.71947,30.33886,0,"2015-12-07 16:00:49","78752"
"8704","Campbell St 546, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4372",FALSE,"WMEEJ3BA2FK798591","austin",-97.76449,30.27534,0,"2015-12-07 16:00:49","78703"
"8706","Whole Foods Market - Garage Ground Level",NA,"CE","GOOD",81,"UNACCEPTABLE","CZT 1033",FALSE,"WMEEJ3BA9EK748513","austin",-97.7531,30.27087,0,"2015-12-07 16:00:49","78703"
"8709","Summer Stone Dr 1558, 78704 Austin",NA,"CE","GOOD",69,"GOOD","FHB 1328",FALSE,"WMEEJ3BA0FK801701","austin",-97.78088,30.23054,0,"2015-12-07 16:00:49","78704"
"8824","Treadwell St 1503, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2847",FALSE,"WMEEJ3BA4FK802009","austin",-97.76322,30.25694,0,"2015-12-07 16:05:50","78704"
"8918","W Mary St 1332, 78704 Austin",NA,"CE","GOOD",72,"GOOD","CZS 9749",FALSE,"WMEEJ3BA2EK748112","austin",-97.76674,30.24925,0,"2015-12-07 16:05:50","78704"
"8929","W Dean Keeton St, 78712 Austin",NA,"CE","GOOD",69,"GOOD","FBV 4393",FALSE,"WMEEJ3BA2FK799241","austin",-97.73716,30.28954,0,"2015-12-07 16:05:50","78712"
"8975","E 2nd St 2023, 78702 Austin",NA,"CE","GOOD",36,"GOOD","CZS 9746",FALSE,"WMEEJ3BA2EK748448","austin",-97.72215,30.25723,0,"2015-12-07 16:05:50","78702"
"9005","Whole Foods Market - Garage Ground Level",NA,"CE","GOOD",75,"UNACCEPTABLE","CZT 1033",FALSE,"WMEEJ3BA9EK748513","austin",-97.7531,30.27087,0,"2015-12-07 16:05:50","78703"
"9018","Guadalupe St 3087, 78705 Austin",NA,"CE","GOOD",30,"GOOD","FHB 2825",FALSE,"WMEEJ3BA4FK802818","austin",-97.74084,30.29754,0,"2015-12-07 16:10:50","78705"
"9066","King's Hwy 5558, 78745 Austin",NA,"CE","GOOD",66,"GOOD","CSF 9067",FALSE,"WMEEJ3BA5EK734835","austin",-97.79474,30.21472,0,"2015-12-07 16:10:50","78745"
"9165","Woodrow Ave 4888, 78756 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4357",FALSE,"WMEEJ3BA8FK798160","austin",-97.7382,30.32041,0,"2015-12-07 16:10:50","78756"
"9321","E 2nd St 2717, 78702 Austin",NA,"CE","GOOD",48,"GOOD","FJC 9927",FALSE,"WMEEJ3BA8FK801218","austin",-97.71343,30.25419,0,"2015-12-07 16:15:50","78702"
"9336","Esperanza Xing 3147, 78758 Austin",NA,"CE","GOOD",24,"UNACCEPTABLE","FJD 0195",FALSE,"WMEEJ3BA6FK801721","austin",-97.72272,30.39929,0,"2015-12-07 16:15:50","78758"
"9384","Dean Keaton and Whitis",NA,"CE","GOOD",100,"GOOD","FBV 4432",FALSE,"WMEEJ3BA2FK799417","austin",-97.74003,30.28978,0,"2015-12-07 16:15:50","78705"
"9468","Randolph Rd 3416, 78722 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4389",FALSE,"WMEEJ3BA0FK799335","austin",-97.71131,30.28675,0,"2015-12-07 16:15:50","78722"
"9472","2901 Medical Arts St.",NA,"CE","GOOD",84,"UNACCEPTABLE","FBV 4387",FALSE,"WMEEJ3BA9FK799480","austin",-97.72863,30.28881,0,"2015-12-07 16:15:50","78705"
"9476","Barton Hills Dr 2098, 78704 Austin",NA,"CE","GOOD",72,"GOOD","FBV 4433",FALSE,"WMEEJ3BAXFK799391","austin",-97.78237,30.25478,0,"2015-12-07 16:15:50","78704"
"9482","Henderson St 712, 78703 Austin",NA,"CE","GOOD",90,"GOOD","FJC 9938",FALSE,"WMEEJ3BA3FK801871","austin",-97.75207,30.27301,0,"2015-12-07 16:15:50","78703"
"9557","The Parking Spot",NA,"CE","GOOD",60,"GOOD","FGZ 9139",FALSE,"WMEEJ3BA5FK800396","austin",-97.67598,30.22049,0,"2015-12-07 16:15:50","78719"
"9580","Parker Ln 1681, 78741 Austin",NA,"CE","GOOD",48,"GOOD","FHB 2840",FALSE,"WMEEJ3BA4FK801815","austin",-97.73216,30.23925,0,"2015-12-07 16:15:50","78741"
"10256","Parker Ln 1677, 78741 Austin",NA,"CE","GOOD",72,"GOOD","FJC 9784",FALSE,"WMEEJ3BA9FK802605","austin",-97.73216,30.23933,0,"2015-12-07 16:30:50","78741"
"10262","New York Ave 1938, 78702 Austin",NA,"CE","GOOD",36,"GOOD","FHB 0248",FALSE,"WMEEJ3BA6FK802643","austin",-97.71925,30.27285,0,"2015-12-07 16:30:50","78702"
"10288","W 2nd St, 78703 Austin",NA,"CE","GOOD",42,"UNACCEPTABLE","CZS 9750",FALSE,"WMEEJ3BA7EK748543","austin",-97.75432,30.26706,0,"2015-12-07 16:30:50","78703"
"10291","Sylvan Dr 1775, 78741 Austin",NA,"CE","GOOD",96,"GOOD","FBV 4384",FALSE,"WMEEJ3BA8FK799440","austin",-97.7332,30.23881,0,"2015-12-07 16:30:50","78741"
"10304","Fortview Rd 2059, 78704 Austin",NA,"CE","GOOD",48,"GOOD","FJC 9789",FALSE,"WMEEJ3BAXFK802211","austin",-97.78838,30.23139,0,"2015-12-07 16:30:50","78704"
"10340","LiveSTRONG Foundation",NA,"CE","GOOD",100,"GOOD","CK9 T295",FALSE,"WMEEJ3BA6AK416751","austin",-97.71822,30.25987,0,"2015-12-07 16:30:50","78702"
"10363","Hollow Creek Dr 1358, 78704 Austin",NA,"CE","GOOD",72,"GOOD","FBV 4433",FALSE,"WMEEJ3BAXFK799391","austin",-97.77502,30.26098,0,"2015-12-07 16:30:50","78704"
"10385","Congress Ave 464, 78701 Austin",NA,"CE","GOOD",21,"GOOD","FFD 6224",FALSE,"WMEEJ3BA6FK801606","austin",-97.74328,30.26684,0,"2015-12-07 16:30:50","78701"
"10489","Treadwell St 1275, 78704 Austin",NA,"CE","GOOD",24,"GOOD","FHB 1676",FALSE,"WMEEJ3BA6FK802724","austin",-97.7613,30.2559,0,"2015-12-07 16:30:50","78704"
"10665","West Ave 618, 78701 Austin",NA,"CE","GOOD",60,"GOOD","FJC 9779",FALSE,"WMEEJ3BA0FK802847","austin",-97.75063,30.27047,0,"2015-12-07 16:35:51","78701"
"10695","S 1st St 3576, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CSG 2236",FALSE,"WMEEJ3BA8EK736207","austin",-97.7669,30.231,0,"2015-12-07 16:35:51","78704"
"10912","Henderson St 662, 78703 Austin",NA,"CE","GOOD",100,"GOOD","CZT 0934",FALSE,"WMEEJ3BA9EK749595","austin",-97.75248,30.27218,0,"2015-12-07 16:40:51","78703"
"10943","Branch St 1116, 78702 Austin",NA,"CE","GOOD",36,"GOOD","FJC 9935",FALSE,"WMEEJ3BAXFK801690","austin",-97.73138,30.2702,0,"2015-12-07 16:40:51","78702"
"11023","San Gabriel St 2262, 78705 Austin",NA,"CE","GOOD",18,"GOOD","CSG 1542",FALSE,"WMEEJ3BA2EK733240","austin",-97.74799,30.28684,0,"2015-12-07 16:40:51","78705"
"11056","Willow St 1357, 78702 Austin",NA,"CE","GOOD",30,"GOOD","CSF 9062",FALSE,"WMEEJ3BA7EK733718","austin",-97.73133,30.25857,0,"2015-12-07 16:40:51","78702"
"11158","Valley View Rd 4172, 78704 Austin",NA,"CE","GOOD",33,"GOOD","CK9 T281",FALSE,"WMEEJ3BA4AK417428","austin",-97.78506,30.23101,0,"2015-12-07 16:45:51","78704"
"11312","Lavaca St 400, 78701 Austin",NA,"CE","GOOD",51,"GOOD","FGZ 8689",FALSE,"WMEEJ3BAXFK802161","austin",-97.74596,30.26703,0,"2015-12-07 16:45:51","78701"
"11340","Kramer Station - Brockton Dr",NA,"CE","GOOD",100,"GOOD","FBV 4372",FALSE,"WMEEJ3BA2FK798591","austin",-97.71756,30.39338,0,"2015-12-07 16:45:51","78758"
"11386","W Ben White Blvd 207, 78704 Austin",NA,"CE","GOOD",66,"GOOD","DBW 2627",FALSE,"WMEEJ3BA3EK748698","austin",-97.76525,30.22299,0,"2015-12-07 16:50:51","78704"
"11419","E 4th St 465, 78701 Austin",NA,"CE","GOOD",45,"GOOD","CSG 1544",FALSE,"WMEEJ3BA6EK734861","austin",-97.73935,30.26504,0,"2015-12-07 16:50:51","78701"
"11424","Colorado St 554, 78701 Austin",NA,"CE","GOOD",60,"GOOD","FJC 9787",FALSE,"WMEEJ3BA7FK802439","austin",-97.74434,30.26806,0,"2015-12-07 16:50:51","78701"
"11427","Sylvan Dr 1774, 78741 Austin",NA,"CE","GOOD",90,"GOOD","FBV 4390",FALSE,"WMEEJ3BA1FK799294","austin",-97.73325,30.23885,0,"2015-12-07 16:50:51","78741"
"11516","Guadalupe St 3065, 78705 Austin",NA,"CE","GOOD",63,"GOOD","FGZ 8812",FALSE,"WMEEJ3BA9FK802345","austin",-97.74119,30.29733,0,"2015-12-07 16:50:51","78705"
"11520","Volume Apartments",NA,"CE","GOOD",100,"GOOD","CK9 T255",FALSE,"WMEEJ3BA2AK417878","austin",-97.71546,30.28497,0,"2015-12-07 16:50:51","78722"
"11521","Congress Ave 439, 78701 Austin",NA,"CE","GOOD",21,"GOOD","FFD 6224",FALSE,"WMEEJ3BA6FK801606","austin",-97.74314,30.26653,0,"2015-12-07 16:50:51","78701"
"11615","Crockett St 365, 78704 Austin",NA,"CE","GOOD",9,"GOOD","FGZ 8611",FALSE,"WMEEJ3BA0FK800323","austin",-97.75464,30.24403,0,"2015-12-07 16:50:51","78704"
"11676","E 13th St 1120, 78702 Austin",NA,"CE","GOOD",72,"GOOD","CYL 4639",FALSE,"WMEEJ3BA8EK748891","austin",-97.72816,30.27358,0,"2015-12-07 16:55:51","78702"
"11700","Pressler St 608, 78703 Austin",NA,"CE","UNACCEPTABLE",100,"GOOD","FBV 4432",FALSE,"WMEEJ3BA2FK799417","austin",-97.75987,30.27452,0,"2015-12-07 16:55:51","78703"
"11712","Dean Keaton and Whitis",NA,"CE","GOOD",69,"GOOD","FJC 9785",FALSE,"WMEEJ3BA3FK802518","austin",-97.74003,30.28978,0,"2015-12-07 16:55:51","78705"
"11738","W 30th St 618, 78705 Austin",NA,"CE","GOOD",24,"GOOD","FHB 1327",FALSE,"WMEEJ3BAXFK801754","austin",-97.74295,30.29727,0,"2015-12-07 16:55:51","78705"
